date,review,rating,title,lemmatized_review,top_emotion,emotion_score,sentiment_label,product_type,issue_type
2026-05-07,I just love this app bc like it’s like just such a loving and caring app so like yeah,5,Opinion,I just love this app bc like it ’s like just such a love and caring app so like yeah,Positive,0.9577116966247559,LABEL_2,General,General
2026-05-07,The adds suck,3,I hate it,the add suck,Negative,0.9408543109893799,LABEL_0,General,Monetization
2026-05-07,I’ve been using Spotify for years. It’s never once failed me. I love it!,5,Amazing,I ’ve be use spotify for year . it ’s never once fail I . I love it !,Positive,0.8637217283248901,LABEL_2,General,General
2026-05-07,Better than the others 👏,5,👍🏼,well than the other 👏,Neutral,0.4407499134540558,LABEL_2,General,General
2026-05-07,I LVOE spotify so much SZA FOREVER,5,BAUTIFUL,I lvoe spotify so much sza forever,Neutral,0.7517362833023071,LABEL_2,General,General
2026-05-07,why the hell do we have to pay to listen to **** music like OMG are you fr rn to listen if it just went on a different song but you could switch back thats fine but we cant even listen to the music we want…???? that so dumb,2,i hate it,why the hell do we have to pay to listen to * * * * music like omg be you fr rn to listen if it just go on a different song but you could switch back that s fine but we can not even listen to the music we want … ? ? ? ? that so dumb,Positive,0.8942843675613403,LABEL_0,Music,Monetization
2026-05-07,Not really interested in all this. Just wanted to support the IDF,1,Music on my genocide app?,not really interested in all this . just want to support the idf,Neutral,0.5774072408676147,LABEL_0,General,Customer Service
2026-05-07,why are there so many ads but it’s still peak,5,:),why be there so many ad but it ’s still peak,Positive,0.904005229473114,LABEL_1,General,Monetization
2026-05-07,"Why is Spotify music not working? I cannot hear it. I’m trying to look for. I love you, but it won’t show me the right song.",1,Spotify music is not working,"why be spotify music not work ? I can not hear it . I ’m try to look for . I love you , but it will not show I the right song .",Negative,0.7812420725822449,LABEL_0,"Podcast, Music",General
2026-05-07,I freaking love this app for music as they recommend you many underground bands related to your music taste and has helped me find so many bands love you Spotify,5,Mechanics are great,I freak love this app for music as they recommend you many underground band relate to your music taste and have help I find so many band love you spotify,Positive,0.4278167188167572,LABEL_2,Music,"Recommendation, Customer Service"
2026-05-07,This app is too slow to loading up and I think it needs some more work or upgrades.,1,Slow loading,this app be too slow to load up and I think it need some more work or upgrade .,Negative,0.5537861585617065,LABEL_0,General,"Monetization, Technical"
2026-05-07,My fav app out of all my other apps I have brings me so much happiness and comfort,5,Love it,my fav app out of all my other app I have bring I so much happiness and comfort,Positive,0.9848774671554565,LABEL_2,General,General
2026-05-07,Spotify is easy to use and has many forms of music that I have learned and loved. There is many opportunities in Spotify and I love using it.,5,Spotify Review,spotify be easy to use and have many form of music that I have learn and love . there be many opportunity in spotify and I love use it .,Positive,0.8619028925895691,LABEL_2,Music,General
2026-05-07,Midnight sun is the best song,5,It has the best song,midnight sun be the good song,Positive,0.5949900150299072,LABEL_2,Music,General
2026-05-07,Spotify is a great app for music and it has great features with going past the time of the song for the great and amazing parts!,5,I love Spotify,spotify be a great app for music and it have great feature with go past the time of the song for the great and amazing part !,Neutral,0.46546265482902527,LABEL_2,Music,Technical
2026-05-07,Best app ever u don’t even gotta pay for you to listen to music,5,Good,good app ever u do n’t even get to pay for you to listen to music,Neutral,0.6305568218231201,LABEL_2,Music,Monetization
2026-05-07,I like Spotify. But hate never owning physical copies of music again,5,As good as a binders full of unscathed cds or better,I like spotify . but hate never own physical copy of music again,Negative,0.43995994329452515,LABEL_0,Music,General
2026-05-07,All the music I could listen to,5,Love the app ❤️,all the music I could listen to,Neutral,0.5203693509101868,LABEL_2,Music,General
2026-05-07,"I really love having my cds but new cars don’t do cd players anymore, old fogey trying this out to see if I can create my ultimate playlist!",5,Trying this out,"I really love have my cd but new car do n’t do cd player anymore , old fogey try this out to see if I can create my ultimate playlist !",Negative,0.4613371193408966,LABEL_2,Playlist/Shuffle,General
2026-05-07,When I search their is a big search pic I can’t type,1,Nope,when I search their be a big search pic I can not type,Positive,0.4657941460609436,LABEL_0,General,General
2026-05-07,Awesomesauce,5,Awesomesauce,awesomesauce,Neutral,0.6449645161628723,LABEL_1,General,General
2026-05-07,It is a great music website with all my favorite music,5,Hello,it be a great music website with all my favorite music,Positive,0.8448488116264343,LABEL_2,Music,General
2026-05-07,"Please, please please update how you shuffle the liked songs, it’s the same songs over and over again",2,Shuffle,"please , please please update how you shuffle the liked song , it ’ the same song over and over again",Neutral,0.8980399966239929,LABEL_1,"Music, Playlist/Shuffle",Technical
2026-05-07,Please change the way it shuffles in playlists. In a playlist with almost 2000 songs and 100+ hours of music I should not hear the same song in a day,3,Shuffle,please change the way it shuffle in playlist . in a playlist with almost 2000 song and 100 + hour of music I should not hear the same song in a day,Neutral,0.8582740426063538,LABEL_0,"Music, Playlist/Shuffle",General
2026-05-07,Commercials so loud can’t even hear the music after,1,Commercials loud music quiet,commercial so loud can not even hear the music after,Negative,0.5056119561195374,LABEL_0,Music,General
2026-05-07,It’s pretty good,4,Best music app,it ’ pretty good,Positive,0.8229376077651978,LABEL_2,General,General
2026-05-07,"Been using this app for 8 years, why only now can I not use it when it’s not the latest version? Seems really sketch, I hate that",3,Why must I update?,"be use this app for 8 year , why only now can I not use it when it ’ not the late version ? seem really sketch , I hate that",Negative,0.34602969884872437,LABEL_0,General,General
2026-05-07,"I think the app is trash because the music continues to repeat. Even on shuffle this app to play the same thing over and over again. Prices have gone up and or what, to support the war and implement AI rather than pay your artist more. I plan on selling this app as soon as possible and switching to another service.",1,Support,"I think the app be trash because the music continue to repeat . even on shuffle this app to play the same thing over and over again . price have go up and or what , to support the war and implement ai rather than pay your artist more . I plan on sell this app as soon as possible and switch to another service .",Negative,0.6206327080726624,LABEL_0,"Music, Playlist/Shuffle","Monetization, Customer Service"
2026-05-07,"I use this app in my everyday life, even to just communicate with my friends! The large selection of music that this app has is just incredible. Hope to forever keep this near.",5,Best thing ever,"I use this app in my everyday life , even to just communicate with my friend ! the large selection of music that this app have be just incredible . hope to forever keep this near .",Positive,0.6720374822616577,LABEL_2,Music,General
2026-05-07,Idk I’ve had it for like a year bc I got a new phone but before that I have used it for like two three years it’s rlly god👍,5,Fav app,idk I ’ve have it for like a year bc I get a new phone but before that I have use it for like two three year it ’ rlly god 👍,Positive,0.34310850501060486,LABEL_2,General,General
2026-05-07,"Music selection is really good, but I keep getting randomly connected to the music at odd times and it now immediately connects me to music as soon as I get in my vehicle. It’s extremely annoying .",3,Random connection,"music selection be really good , but I keep get randomly connect to the music at odd time and it now immediately connect I to music as soon as I get in my vehicle . it ’ extremely annoying .",Negative,0.45336559414863586,LABEL_0,"Music, Playlist/Shuffle",General
2026-05-07,i love listening to songs that are not on apple music🥹,5,legendary,I love listen to song that be not on apple music🥹,Positive,0.7251337766647339,LABEL_2,Music,General
2026-05-07,If only premium features were free. Now THAT would be 5 stars.,4,Good,if only premium feature be free . now that would be 5 star .,Neutral,0.6788802146911621,LABEL_2,General,"Monetization, Technical"
2026-05-07,One of the best,5,Leo,one of the good,Neutral,0.5722506046295166,LABEL_2,General,General
2026-05-07,I like the content but the price is getting expensive. $18.99 is way more then what I pay for any of my other services.,5,Good content,I like the content but the price be get expensive . $ 18.99 be way more then what I pay for any of my other service .,Neutral,0.39896872639656067,LABEL_0,General,Monetization
2026-05-07,I love it because it’s there’s so many options and stuff,5,I just Love the songs,I love it because it ’s there ’s so many option and stuff,Positive,0.9653959274291992,LABEL_2,General,General
2026-05-07,music good,5,👍,music good,Positive,0.6236107349395752,LABEL_2,Music,General
2026-05-07,"I know corporate doesnt care about this kind of stuff because its what’s paying their bills, but I wish the monthly payment for premium didn’t cost so much/increase. It’s just music but that really goes for all music apps",3,It does its job,"I know corporate do not care about this kind of stuff because its what ’ pay their bill , but I wish the monthly payment for premium do n’t cost so much / increase . it ’ just music but that really go for all music app",Neutral,0.7758210897445679,LABEL_0,Music,Monetization
2026-05-07,"I love Spotify because it is just a great app. Every morning I wake up and listen to my DJ, then at night go to bed listening to my liked songs. I just love how I have so many options for music, for example, I can listen old school reggaeton. (which I love) or listen to new pop vibes. I also love listening to the sad girl playlist for sad music. This is why I love Spotify and gave it a 5 star rating. So, in conclusion, I love Spotify because in whatever mood I am in or what feeling I am feeling, I can listen to Spotify and that will make me so happy and bring my mood up 100 percent!",5,Why I love Spotify,"I love spotify because it be just a great app . every morning I wake up and listen to my dj , then at night go to bed listen to my liked song . I just love how I have so many option for music , for example , I can listen old school reggaeton . ( which I love ) or listen to new pop vibe . I also love listen to the sad girl playlist for sad music . this be why I love spotify and give it a 5 star rating . so , in conclusion , I love spotify because in whatever mood I be in or what feel I be feel , I can listen to spotify and that will make I so happy and bring my mood up 100 percent !",Negative,0.7738173007965088,LABEL_2,"Music, Playlist/Shuffle",Monetization
2026-05-07,It is great besides one bug where it crashes on whenever i play a certain artist,5,Its pretty good,it be great besides one bug where it crash on whenever I play a certain artist,Neutral,0.7903021574020386,LABEL_2,Music,Technical
2026-05-07,music is the greatest thing ever and michael jackson deserves #1 most streamed forever,5,music,music be the great thing ever and michael jackson deserve # 1 most stream forever,Positive,0.625686526298523,LABEL_2,Music,General
2026-05-07,Constantly have to re add songs that I already added to my playlists and library,3,Constantly Re adding songs,constantly have to re add song that I already add to my playlist and library,Neutral,0.8904143571853638,LABEL_1,"Music, Playlist/Shuffle",Monetization
2026-05-07,"I love Spotify and I’ve been listening for years. I HIGHLY recommend going premium, especially with how often I listen to music. My only complaint? I sometimes (rarely) can’t find a song because it’s not in Spotifys expansive library. But those are songs I can’t find anywhere else either.",5,Best music app out there!,"I love spotify and I ’ve be listen for year . I highly recommend go premium , especially with how often I listen to music . my only complaint ? I sometimes ( rarely ) can not find a song because it ’s not in spotifys expansive library . but those be song I can not find anywhere else either .",Neutral,0.7354459762573242,LABEL_2,Music,"Monetization, Recommendation"
2026-05-07,Easy to use.,5,More Good Music .,easy to use .,Neutral,0.749237060546875,LABEL_2,General,General
2026-05-07,It is pricey when you add the Audiobooks,4,Love it,it be pricey when you add the audiobook,Neutral,0.7711864113807678,LABEL_1,Audiobook,Monetization
2026-05-07,This app has all my favorites ❤️,5,All the songs,this app have all my favorite ❤ ️,Neutral,0.4940280318260193,LABEL_2,General,General
2026-05-07,if you don’t plan on buying premium then don’t expect greatness.. They treat you like dirt if you don’t,3,Good but very annoying,if you do n’t plan on buy premium then do not expect greatness .. they treat you like dirt if you do n’t,Neutral,0.4336419403553009,LABEL_0,General,Monetization
2026-05-07,I really love this app it’s the best app to listen to music to!,5,The best,I really love this app it ’ the good app to listen to music to !,Positive,0.9610828757286072,LABEL_2,Music,General
2026-05-07,Spotify is the best and better than any other music platform in my opinion,5,THE BEST,spotify be the good and well than any other music platform in my opinion,Neutral,0.6763947010040283,LABEL_2,Music,General
2026-05-07,"This app is too worst apps to choose for music listening. Ads are shoved down your throat its unbelievable. Just to subscribe to their premium plan it send you to safari. Not acceptable i should be able to subcribe within app , dont use this. If i could give this negative stars i would.",1,Ad Central,"this app be too bad app to choose for music listen . ad be shove down your throat its unbelievable . just to subscribe to their premium plan it send you to safari . not acceptable I should be able to subcribe within app , do not use this . if I could give this negative star I would .",Negative,0.49677664041519165,LABEL_0,Music,Monetization
2026-05-07,"app sucks cant even pick the music you listen to, and if youre on macbook u can play one song you want then its a shuffle, app sucks unless you pay for premium, and at that point you might as well buy apple music for the same price if not cheaper. total scam no point",1,bad,"app suck can not even pick the music you listen to , and if you re on macbook u can play one song you want then its a shuffle , app suck unless you pay for premium , and at that point you might as well buy apple music for the same price if not cheap . total scam no point",Negative,0.7282841801643372,LABEL_0,"Music, Playlist/Shuffle",Monetization
2026-05-07,Just get rid of ads and we are all good,5,Ads hate,just get rid of ad and we be all good,Neutral,0.8926672339439392,LABEL_2,General,Monetization
2026-05-07,More unreleased song should be added,5,Unreleased,more unreleased song should be add,Neutral,0.8811048269271851,LABEL_1,Music,Monetization
2026-05-07,i can listen to music on this,5,.,I can listen to music on this,Positive,0.8916381001472473,LABEL_2,Music,General
2026-05-07,"Adds every 10-15 mins even when it says 30mins of free listening, and they constantly do pop ups.",1,Greedy ahh app,"add every 10 - 15 min even when it say 30min of free listening , and they constantly do pop up .",Neutral,0.8712770938873291,LABEL_1,General,Monetization
2026-05-07,There are a little bit of adds but i love that I can listen to my favorite songs for absolutely free! I would recommend this app for listening to music if you want to for free!,5,It’s so good!,there be a little bit of add but I love that I can listen to my favorite song for absolutely free ! I would recommend this app for listen to music if you want to for free !,Positive,0.8264999389648438,LABEL_2,Music,"Monetization, Recommendation"
2026-05-07,I’m a simple guy i only need two wildly basic things to work properly and I’m happy. I need a list of new podcasts that is easy to access and for the podcasts to load and start without lagging. Every single update to the app makes new podcasts a bigger pain to find and makes everything lag even worse. Move the “what’s new” section back to where it was and stop with whatever your doing that makes a simple app crash out more with every passing update. It’s gone from a joy to use to insanely frustrating in a never ended progression of pointless changes for the sake of changes.,1,App keeps getting worse,"I ’m a simple guy I only need two wildly basic thing to work properly and I ’m happy . I need a list of new podcast that be easy to access and for the podcast to load and start without lag . every single update to the app make new podcast a big pain to find and make everything lag even bad . move the "" what ’ new "" section back to where it be and stop with whatever your do that make a simple app crash out more with every pass update . it ’ go from a joy to use to insanely frustrating in a never end progression of pointless change for the sake of change .",Negative,0.31459710001945496,LABEL_0,Podcast,"Monetization, Technical"
2026-05-07,"This is most likely my favorite app, not just on my phone, but my other devices. I love the offline option, the reliability and the quality. Thank you Spotify.",5,My Favorite App,"this be most likely my favorite app , not just on my phone , but my other device . I love the offline option , the reliability and the quality . thank you spotify .",Positive,0.8748645186424255,LABEL_2,General,Technical
2026-05-07,"Spotify has good quality, and I love using it, but there’s just too much ads, for every one song I listen to, I’ll get 3-5 ads, but other than that, no complaints",4,"Good, but too much ads","spotify have good quality , and I love use it , but there ’s just too much ad , for every one song I listen to , I ’ll get 3 - 5 ad , but other than that , no complaint",Neutral,0.7875516414642334,LABEL_2,Music,Monetization
2026-05-07,I just want to listen to an album but I get artists I never heard of,2,Playlist,I just want to listen to an album but I get artist I never hear of,Neutral,0.6166716814041138,LABEL_0,Music,General
2026-05-07,"It started saying that I’m offline but I still had 3 bars and it would only let me pick one song and play another song after the first one ended but it wouldn’t let me pick a different song to play. I had to swipe it out of the other apps that I already had open in the background and then I would press on it to go back into the app and it would be the same thing, but if I pressed and held my finger down on the app from the home screen and it would show three different song tracks that I listen to and I would click on Mat Kearney to listen to his new song and it would let me press on the song to play it, but while it was still playing or when the song was over, I would look for other songs of his to click on to listen to but it wouldn’t let me! I didn’t only have 3 bars but I was still on my home WiFi and it kept doing that all day for 3 days straight! Now I’m in Wisconsin at my aunt and uncle’s house and it’s playing music just fine and I can click on any song I want. It’s never happened to me before! I want to keep this app on my phone but I’m not going to unless you update it or upgrade it so that doesn’t ever happen again!",4,Two or three days ago it started saying that I’m offline,"it start say that I ’m offline but I still have 3 bar and it would only let I pick one song and play another song after the first one end but it would not let I pick a different song to play . I have to swipe it out of the other app that I already have open in the background and then I would press on it to go back into the app and it would be the same thing , but if I press and hold my finger down on the app from the home screen and it would show three different song track that I listen to and I would click on mat kearney to listen to his new song and it would let I press on the song to play it , but while it be still play or when the song be over , I would look for other song of his to click on to listen to but it would not let I ! I do n’t only have 3 bar but I be still on my home wifi and it keep do that all day for 3 day straight ! now I ’m in wisconsin at my aunt and uncle ’s house and it ’ play music just fine and I can click on any song I want . it ’ never happen to I before ! I want to keep this app on my phone but I ’m not go to unless you update it or upgrade it so that do not ever happen again !",Neutral,0.41725459694862366,LABEL_1,"Podcast, Music","Monetization, Technical"
2026-05-07,"Love it
The best",5,Great,"love it 
 the good",Positive,0.5397734045982361,LABEL_2,General,General
2026-05-07,"Severely underpays artists, constantly trying to shove AI down everyone’s throats, playlist maker is horrible to try to use, song suggestions are never to my preference",1,Bad,"severely underpay artist , constantly try to shove ai down everyone ’s throat , playlist maker be horrible to try to use , song suggestion be never to my preference",Negative,0.5992827415466309,LABEL_0,"Music, Playlist/Shuffle","Monetization, Recommendation"
2026-05-07,Love making Playlists!,5,Better than my Record Collection,love make playlist !,Positive,0.9372972846031189,LABEL_2,Playlist/Shuffle,General
2026-05-07,all I have to say is this app is one of the few times it’s worth every penny,5,Honestly,all I have to say be this app be one of the few time it ’ worth every penny,Neutral,0.7590608596801758,LABEL_2,General,General
2026-05-07,"⭐️⭐️⭐️⭐️⭐️

Spotify continues to be my favorite music app. The music selection is absolutely incredible, with endless playlists, artists, podcasts, and genres for every mood and moment. The sound quality is excellent, the app is easy to use, and I love how personalized the recommendations are. Whether I need relaxing music, workout energy, meditation sounds, or my favorite classics, Spotify always delivers. Thank you for creating such an enjoyable music experience every single",5,Excellent music experience,"⭐ ️ ⭐ ️ ⭐ ️ ⭐ ️ ⭐ ️ 

 spotify continue to be my favorite music app . the music selection be absolutely incredible , with endless playlist , artist , podcast , and genre for every mood and moment . the sound quality be excellent , the app be easy to use , and I love how personalize the recommendation be . whether I need relax music , workout energy , meditation sound , or my favorite classic , spotify always deliver . thank you for create such an enjoyable music experience every single",Positive,0.7810096740722656,LABEL_2,"Podcast, Music, Playlist/Shuffle",Recommendation
2026-05-07,I’m so sick of shuffle not working properly. I have to close the app and re-press the button otherwise it will just shuffle the same stuff for days. If I wasn’t on a family plan I would’ve switched to Apple Music by now.,3,Shuffle,I ’m so sick of shuffle not work properly . I have to close the app and re - press the button otherwise it will just shuffle the same stuff for day . if I be n’t on a family plan I would ’ve switch to apple music by now .,Negative,0.3754655718803406,LABEL_0,"Music, Playlist/Shuffle",Design/UI
2026-05-07,My #1 place to go listen to my fav music :),5,Loving Spotify,my # 1 place to go listen to my fav music :),Positive,0.9489390850067139,LABEL_2,Music,General
2026-05-07,One of my fav apps,5,Good app,one of my fav app,Positive,0.9571297764778137,LABEL_2,General,General
2026-05-07,"Too many commercials.
I understand we don’t pay for premium but really give us a break.",1,Too many…,"too many commercial . 
 I understand we do not pay for premium but really give we a break .",Neutral,0.6844446063041687,LABEL_0,General,Monetization
2026-05-07,Got good music,5,Goo,get good music,Neutral,0.753212571144104,LABEL_2,Music,General
2026-05-07,Double ads every 4 songs and adds random song that is not even in the playlist if you don’t have premium 🥀💔,3,Greedy ahh app,double ad every 4 song and add random song that be not even in the playlist if you do not have premium 🥀 💔,Neutral,0.9186509847640991,LABEL_0,"Music, Playlist/Shuffle",Monetization
2026-05-07,Spotify is great,5,Love my music,spotify be great,Neutral,0.5916528701782227,LABEL_2,General,General
2026-05-07,"Everything is perfect, it has videos, it has music, no ads since I’m on a family plan, and it is the best thing I have ever witnessed. I would definitely buy this again even after I have to go to college and start paying for my own subscriptions, because this is definitely worth it.",5,I don’t even know what to say anymore. It’s just so good.,"everything be perfect , it have video , it have music , no ad since I ’m on a family plan , and it be the good thing I have ever witness . I would definitely buy this again even after I have to go to college and start pay for my own subscription , because this be definitely worth it .",Positive,0.4885023236274719,LABEL_2,Music,Monetization
2026-05-07,A good app! Sometimes the shuffle features plays a lot of the same tracks,4,Shuffle,a good app ! sometimes the shuffle feature play a lot of the same track,Positive,0.845021665096283,LABEL_2,"Music, Playlist/Shuffle",Technical
2026-05-07,"This is the best place to listen to podcasts, music and books. Stay up fam. One love!",5,Long time subscriber,"this be the good place to listen to podcast , music and book . stay up fam . one love !",Neutral,0.5440185070037842,LABEL_2,"Podcast, Music",General
2026-05-07,"Without premium, there’s way too many as they should cut it down and then it will be a five star review, but they have to cut down the ads for Spotify free",4,Too many ads,"without premium , there ’ way too many as they should cut it down and then it will be a five star review , but they have to cut down the ad for spotify free",Neutral,0.8076119422912598,LABEL_1,General,Monetization
2026-05-07,4 pins only is just criminal. Give us more please. So many want it. Also would be nice to be able to make custom sleep timer,2,Add more pins,4 pin only be just criminal . give we more please . so many want it . also would be nice to be able to make custom sleep timer,Negative,0.40946611762046814,LABEL_1,General,General
2026-05-07,"Spotify is a great app! It has fun features and you can design your playlist cover, descriptions etc. You don't have to pay for anything, except Spotify Premium. But you don't actually need Spotify Premium to use the app. There are some cons, though. 
First, there are 2-5 ads in between your songs ur it doesn't stop in the middle of your song. Also, sometimes you can't play your songs in your order so they choose a song to play for you, and you can't always skip songs.
But overall, one of my most-used apps-would highly recommend downloading.",4,Almost Five!!!,"spotify be a great app ! it have fun feature and you can design your playlist cover , description etc . you do not have to pay for anything , except spotify premium . but you do not actually need spotify premium to use the app . there be some con , though . 
 first , there be 2 - 5 ad in between your song ur it do not stop in the middle of your song . also , sometimes you can not play your song in your order so they choose a song to play for you , and you can not always skip song . 
 but overall , one of my most - use app - would highly recommend download .",Neutral,0.7005994319915771,LABEL_2,"Music, Playlist/Shuffle","Monetization, Technical, Design/UI, Recommendation"
2026-05-07,"amazing choices of songs when playing another playlist, and I enjoy how these playlists we find are just so good. I also enjoy listening to the every music I find that I never heard before",5,Wow!,"amazing choice of song when play another playlist , and I enjoy how these playlist we find be just so good . I also enjoy listen to the every music I find that I never hear before",Positive,0.985405683517456,LABEL_2,"Music, Playlist/Shuffle",General
2026-05-07,Disappointed that I pay for premium and don’t even have enough Audiobook hours for a whole book. I pay extra for the books and they want me to pay extra on top of that.,4,Audiobook hours,disappoint that I pay for premium and do n’t even have enough audiobook hour for a whole book . I pay extra for the book and they want I to pay extra on top of that .,Negative,0.6024714112281799,LABEL_0,Audiobook,Monetization
2026-05-07,The DJ feature could work a little better. I like the feature but realized that it plays a lot of the same songs consistently no matter if I change categories or styles for it to play.,4,The DJ beta,the dj feature could work a little well . I like the feature but realize that it play a lot of the same song consistently no matter if I change category or style for it to play .,Neutral,0.8769170641899109,LABEL_2,Music,Technical
2026-05-07,"This never used to be the case, but the last year or so Spotify is becoming increasingly buggy. The bugs are so random and will happen for random things at random times. But it’s making the app very difficult to use. If they’re not able to resolve this in the next update, I might have to switch to Apple",2,Becoming buggy,"this never use to be the case , but the last year or so spotify be become increasingly buggy . the bug be so random and will happen for random thing at random time . but it ’ make the app very difficult to use . if they ’re not able to resolve this in the next update , I might have to switch to apple",Neutral,0.6991888880729675,LABEL_0,Playlist/Shuffle,Technical
2026-05-07,"Great app, just there’s a bunch of ads on the free version. Just so you know what your getting into",3,Spotify,"great app , just there ’ a bunch of ad on the free version . just so you know what your get into",Neutral,0.550227165222168,LABEL_2,General,Monetization
2026-05-07,Is the best music place,5,Hi,be the good music place,Positive,0.5257884860038757,LABEL_2,Music,General
2026-05-07,"Bro this app is awesome but the amount of vape adds in my daughters Spotify is frustrating but overall I true,y recommend",5,😍,"bro this app be awesome but the amount of vape add in my daughter spotify be frustrating but overall I true , y recommend",Neutral,0.46818968653678894,LABEL_2,General,"Monetization, Recommendation"
2026-05-07,Um very glitchy with headphones on and stops playing music randomly and then I struggle to turn the music back on,3,Problems concerning headphone usage,um very glitchy with headphone on and stop play music randomly and then I struggle to turn the music back on,Positive,0.5560005307197571,LABEL_0,"Music, Playlist/Shuffle",Monetization
2026-05-07,UI has been super laggy lately and it’s getting real annoying as it hasn’t been fixed for months,1,Laggy,ui have be super laggy lately and it ’ get real annoying as it have not be fix for month,Negative,0.6451587080955505,LABEL_0,General,"Technical, Design/UI"
2026-05-07,spotify has kpop and that fills me with joy. thank you.,5,🍓,spotify have kpop and that fill I with joy . thank you .,Positive,0.9859594702720642,LABEL_2,General,General
2026-05-07,Kaitlyn and Kim are very personable and helpful in thinking about the various feelings and experiences that come up for us as new or even more seasoned therapists.,5,"Jackie Bailey, Resident in Counseling",kaitlyn and kim be very personable and helpful in think about the various feeling and experience that come up for we as new or even more seasoned therapist .,Neutral,0.9299212098121643,LABEL_2,General,Customer Service
2026-05-07,Bro you make enough in adds stop with the limited  actions,5,Premium is a scam,bro you make enough in add stop with the limited   action,Neutral,0.6332113146781921,LABEL_1,General,Monetization
2026-05-07,Great app,5,Spotify,great app,Positive,0.7653630375862122,LABEL_2,General,General
2026-05-07,WELL what can i say I been here since the app has started I even enjoy the membership and honestly worth it NO MATTER THE COST it’s been the best music app and with all the additional thing like audiobooks and the podcast just perfect everybody should give it a chance but i love using spotify,5,LOYAL LISTENERS,well what can I say I be here since the app have start I even enjoy the membership and honestly worth it no matter the cost it ’ be the good music app and with all the additional thing like audiobook and the podcast just perfect everybody should give it a chance but I love use spotify,Positive,0.9681969881057739,LABEL_2,"Podcast, Audiobook, Music",Monetization
